SELECT t.groupID, g.groupName, te.typeID, t.typeName, te.effectID, e.effectName, te.isDefault
"25","Frigate","607","Imicus","4167","shipBonusScanProbeStrengthGF","0"
"25","Frigate","607","Imicus","4596","shipBonusSurveyProbeExplosionDelay3GF","0"
"25","Frigate","608","Atron","512","shipSHTDmgBonusGF","0"
"25","Frigate","608","Atron","1171","massFactor","0"
"25","Frigate","608","Atron","1773","shipFalloffBonusGF","0"
"25","Frigate","609","Maulus","512","shipSHTDmgBonusGF","0"
"25","Frigate","609","Maulus","1171","massFactor","0"
"25","Frigate","609","Maulus","3588","shipBonusEwRemoteSensorDampenerMaxTargetRangeBonusGF2","0"
"25","Frigate","609","Maulus","3589","shipBonusEwRemoteSensorDampenerScanResolutionBonusGF2","0"
"25","Frigate","610","Wraith","1171","massFactor","0"
"25","Frigate","611","Specter","1171","massFactor","0"
"25","Frigate","613","Devourer","1171","massFactor","0"
"25","Frigate","614","Fury","1171","massFactor","0"
"25","Frigate","615","Styx","1171","massFactor","0"
"25","Frigate","616","Medusa","1171","massFactor","0"
"25","Frigate","617","Echo","1171","massFactor","0"
"25","Frigate","618","Lynx","1171","massFactor","0"
"25","Frigate","619","Swordspine","1171","massFactor","0"
"25","Frigate","1233","Enigma","1171","massFactor","0"
"25","Frigate","1896","Concord Police Frigate","1171","massFactor","0"
"25","Frigate","1898","Concord SWAT Frigate","1171","massFactor","0"
"25","Frigate","1900","Concord Army Frigate","1171","massFactor","0"
"25","Frigate","1902","Concord Special Ops Frigate","1171","massFactor","0"
"25","Frigate","2161","Crucifier","511","shipEnergyTCapNeedBonusAF","0"
"25","Frigate","2161","Crucifier","1171","massFactor","0"
"25","Frigate","2161","Crucifier","3564","shipBonusEwWeaponDisruptionMaxRangeBonusAF1","0"
"25","Frigate","2161","Crucifier","3565","shipBonusEwWeaponDisruptionTrackingSpeedBonusAF1","0"
"25","Frigate","3532","Echelon","1171","massFactor","0"
"25","Frigate","3751","SOCT 1","1171","massFactor","0"
"25","Frigate","3753","SOCT 2","1171","massFactor","0"
"25","Frigate","3766","Vigil","452","shipVelocityBonusMF","0"
"25","Frigate","3766","Vigil","1171","massFactor","0"
"25","Frigate","3766","Vigil","1551","minmatarShipEwTargetPainterMF2","0"
"25","Frigate","3768","Amarr Police Frigate","1171","massFactor","0"
"25","Frigate","11019","Cockroach","1171","massFactor","0"
"25","Frigate","11940","Gold Magnate","511","shipEnergyTCapNeedBonusAF","0"
"25","Frigate","11940","Gold Magnate","514","shipSETDmgBonusAF","0"
"25","Frigate","11940","Gold Magnate","1171","massFactor","0"
"25","Frigate","11942","Silver Magnate","511","shipEnergyTCapNeedBonusAF","0"
"25","Frigate","11942","Silver Magnate","514","shipSETDmgBonusAF","0"
"25","Frigate","11942","Silver Magnate","1171","massFactor","0"
"25","Frigate","17360","Immovable Enigma","1171","massFactor","0"
"25","Frigate","17619","Caldari Navy Hookbill","898","shipMissileKineticDamageCF","0"
"25","Frigate","17619","Caldari Navy Hookbill","1171","massFactor","0"
"25","Frigate","17619","Caldari Navy Hookbill","1802","shipMissileLightVelocityBonusCF2","0"
"25","Frigate","17619","Caldari Navy Hookbill","1803","shipMissileRocketVelocityBonusCF2","0"
"25","Frigate","17619","Caldari Navy Hookbill","1862","shipMissileEMDamageCF","0"
"25","Frigate","17619","Caldari Navy Hookbill","1863","shipMissileThermalDamageCF","0"
"25","Frigate","17619","Caldari Navy Hookbill","1864","shipMissileExplosiveDamageCF","0"
"25","Frigate","17703","Imperial Navy Slicer","757","shipETDamageAF","0"
"25","Frigate","17703","Imperial Navy Slicer","1171","massFactor","0"
"25","Frigate","17703","Imperial Navy Slicer","4482","shipETOptimalRange2AF","0"
"25","Frigate","17705","Khanid Navy Frigate","464","shipShieldCapBonusCF","0"
"25","Frigate","17705","Khanid Navy Frigate","882","shipHybridRangeBonusCF2","0"
"25","Frigate","17705","Khanid Navy Frigate","1171","massFactor","0"
"25","Frigate","17707","Mordus Frigate","464","shipShieldCapBonusCF","0"
"25","Frigate","17707","Mordus Frigate","882","shipHybridRangeBonusCF2","0"
"25","Frigate","17707","Mordus Frigate","1171","massFactor","0"
"25","Frigate","17812","Republic Fleet Firetail","508","shipPDmgBonusMF","0"
"25","Frigate","17812","Republic Fleet Firetail","1099","shipProjectileTrackingMF2","0"
"25","Frigate","17812","Republic Fleet Firetail","1171","massFactor","0"
"25","Frigate","17841","Federation Navy Comet","512","shipSHTDmgBonusGF","0"
"25","Frigate","17841","Federation Navy Comet","1171","massFactor","0"
"25","Frigate","17841","Federation Navy Comet","2504","shipBonusHybridTrackingGF2","0"
"25","Frigate","17924","Succubus","1171","massFactor","0"
"25","Frigate","17924","Succubus","3486","shipBonusSmallEnergyTurretDamageCF2","0"
"25","Frigate","17924","Succubus","3487","shipBonusSmallEnergyTurretDamagePirateFaction","0"
"25","Frigate","17924","Succubus","3489","shipBonusSmallEnergyTurretTracking2AF","0"
"25","Frigate","17926","Cruor","1171","massFactor","0"
"25","Frigate","17926","Cruor","1215","shipEnergyDrainAmountAF1","0"
"25","Frigate","17926","Cruor","3299","shipEnergyNeutralizerTransferAmountBonusAF","0"
"25","Frigate","17926","Cruor","3487","shipBonusSmallEnergyTurretDamagePirateFaction","0"
"25","Frigate","17926","Cruor","4513","shipStasisWebStrengthBonusMF2","0"
"25","Frigate","17928","Daredevil","1171","massFactor","0"
"25","Frigate","17928","Daredevil","1218","shipBonusPirateSmallHybridDmg","0"
"25","Frigate","17928","Daredevil","1773","shipFalloffBonusGF","0"
"25","Frigate","17928","Daredevil","4513","shipStasisWebStrengthBonusMF2","0"
"25","Frigate","17930","Worm","1171","massFactor","0"
"25","Frigate","17930","Worm","1230","shipMissileVelocityPirateFactionFrigate","0"
"25","Frigate","17930","Worm","1816","shipShieldEMResistanceCF2","0"
"25","Frigate","17930","Worm","1817","shipShieldThermalResistanceCF2","0"
"25","Frigate","17930","Worm","1819","shipShieldKineticResistanceCF2","0"
"25","Frigate","17930","Worm","1820","shipShieldExplosiveResistanceCF2","0"
"25","Frigate","17930","Worm","4514","shipBonusDroneCapacityGF","0"
"25","Frigate","17932","Dramiel","1171","massFactor","0"
"25","Frigate","17932","Dramiel","1228","shipProjectileTrackingGF","0"
"25","Frigate","17932","Dramiel","2215","shipBonusPirateFrigateProjDamage","0"
"25","Frigate","17932","Dramiel","4515","shipFalloffBonusMF","0"
"25","Frigate","29248","Magnate","511","shipEnergyTCapNeedBonusAF","0"
"25","Frigate","29248","Magnate","1171","massFactor","0"
"25","Frigate","29248","Magnate","4164","shipBonusScanProbeStrengthAF","0"
"25","Frigate","29248","Magnate","4594","shipBonusSurveyProbeExplosionDelay3AF","0"
"26","Cruiser","620","Osprey","914","shipMiningYieldCC2","0"
"26","Cruiser","620","Osprey","1171","massFactor","0"
"26","Cruiser","620","Osprey","1964","shipBonusShieldTransferCapneed1","0"
"26","Cruiser","620","Osprey","2134","shieldTransporterMaxRangeBonus","0"
"26","Cruiser","621","Caracal","899","shipMissileKineticDamageCC","0"
"26","Cruiser","621","Caracal","1024","shipMissileHeavyVelocityBonusCC2","0"
"26","Cruiser","621","Caracal","1025","shipMissileLightVelocityBonusCC2","0"
"26","Cruiser","621","Caracal","1171","massFactor","0"
"26","Cruiser","621","Caracal","2809","shipMissileAssaultMissileVelocityBonusCC2","0"
"26","Cruiser","622","Stabber","602","shipPTurretSpeedBonusMC","0"
"26","Cruiser","622","Stabber","934","shipMaxVelocityMC2","0"
"26","Cruiser","622","Stabber","1171","massFactor","0"
"26","Cruiser","623","Moa","521","shipHRangeBonusCC","0"
"26","Cruiser","623","Moa","1171","massFactor","0"
"26","Cruiser","623","Moa","1812","shipShieldEMResistanceCC2","0"
"26","Cruiser","623","Moa","1813","shipShieldThermalResistanceCC2","0"
"26","Cruiser","623","Moa","1814","shipShieldKineticResistanceCC2","0"
"26","Cruiser","623","Moa","1815","shipShieldExplosiveResistanceCC2","0"
"26","Cruiser","624","Maller","516","shipTCapNeedBonusAC","0"
"26","Cruiser","624","Maller","958","shipArmorEmResistanceAC2","0"
"26","Cruiser","624","Maller","959","shipArmorExplosiveResistanceAC2","0"
"26","Cruiser","624","Maller","960","shipArmorKineticResistanceAC2","0"
"26","Cruiser","624","Maller","961","shipArmorThermalResistanceAC2","0"
"26","Cruiser","624","Maller","1171","massFactor","0"
"26","Cruiser","625","Augoror","909","shipArmorHpAC2","0"
"26","Cruiser","625","Augoror","1171","massFactor","0"
"26","Cruiser","625","Augoror","1965","shipBonusEnergyTransferCapNeed1","0"
"26","Cruiser","625","Augoror","2133","energyTransferArrayMaxRangeBonus","0"
"26","Cruiser","626","Vexor","562","shipHTDmgBonusfixedGC","0"
"26","Cruiser","626","Vexor","1171","massFactor","0"
"26","Cruiser","626","Vexor","2179","shipBonusDroneHitpointsGC2","0"
"26","Cruiser","626","Vexor","2188","shipBonusDroneDamageMultiplierGC2","0"
"26","Cruiser","626","Vexor","2250","shipBonusDroneMiningAmountGC2","0"
"26","Cruiser","626","Vexor","2454","shipBonusMiningDroneAmountPercentGC2","0"
"26","Cruiser","627","Thorax","562","shipHTDmgBonusfixedGC","0"
"26","Cruiser","627","Thorax","1171","massFactor","0"
"26","Cruiser","627","Thorax","3470","shipBonusMWDCapNeedGC2","0"
"26","Cruiser","628","Arbitrator","1171","massFactor","0"
"26","Cruiser","628","Arbitrator","2181","shipBonusDroneHitpointsFixedAC2","0"
"26","Cruiser","628","Arbitrator","2189","shipBonusDroneDamageMultiplierAC2","0"
"26","Cruiser","628","Arbitrator","2249","shipBonusDroneMiningAmountAC2","0"
"26","Cruiser","628","Arbitrator","2783","shipBonusMiningDroneAmountPercentAC2","0"
"26","Cruiser","628","Arbitrator","3562","shipBonusEwWeaponDisruptionMaxRangeBonusAC1","0"
"26","Cruiser","628","Arbitrator","3567","shipBonusEwWeaponDisruptionTrackingSpeedBonusAC1","0"
"26","Cruiser","629","Rupture","602","shipPTurretSpeedBonusMC","0"
"26","Cruiser","629","Rupture","968","shipProjectileDmgMC2","0"
"26","Cruiser","629","Rupture","1171","massFactor","0"
"26","Cruiser","630","Bellicose","602","shipPTurretSpeedBonusMC","0"
"26","Cruiser","630","Bellicose","1171","massFactor","0"
"26","Cruiser","630","Bellicose","2143","minmatarShipEwTargetPainterMC2","0"
"26","Cruiser","631","Scythe","923","shipMiningYieldMC2","0"
"26","Cruiser","631","Scythe","1171","massFactor","0"
"26","Cruiser","631","Scythe","2136","trackingLinkMaxRangeBonus","0"
"26","Cruiser","631","Scythe","3572","shipBonusTrackingLinkTrackingSpeedBonusMC1","0"
"26","Cruiser","631","Scythe","3573","shipBonusTrackingLinkMaxRangeBonusMC1","0"
"26","Cruiser","632","Blackbird","1171","massFactor","0"
"26","Cruiser","632","Blackbird","1442","caldariShipEwOptimalRangeCC2","0"
"26","Cruiser","632","Blackbird","2756","shipBonusECMStrengthBonusCC","0"
"26","Cruiser","632","Blackbird","4370","caldariShipEwFalloffRangeCC2","0"
"26","Cruiser","633","Celestis","562","shipHTDmgBonusfixedGC","0"
"26","Cruiser","633","Celestis","1171","massFactor","0"
"26","Cruiser","633","Celestis","3587","shipBonusEwRemoteSensorDampenerMaxTargetRangeBonusGC2","0"
"26","Cruiser","633","Celestis","3590","shipBonusEwRemoteSensorDampenerScanResolutionBonusGC2","0"
"26","Cruiser","634","Exequror","930","shipCargoCapacityGC2","0"
"26","Cruiser","634","Exequror","1171","massFactor","0"
"26","Cruiser","634","Exequror","1969","shipBonusRemoteArmorRepairCapNeedGC1","0"
"26","Cruiser","634","Exequror","2135","armorRepairProjectorMaxRangeBonus","0"
"26","Cruiser","635","Opux Luxury Yacht","1171","massFactor","0"
"26","Cruiser","1904","Concord Police Cruiser","1171","massFactor","0"
"26","Cruiser","2006","Omen","516","shipTCapNeedBonusAC","0"
"26","Cruiser","2006","Omen","907","shipLaserRofAC2","0"
"26","Cruiser","2006","Omen","1171","massFactor","0"
"26","Cruiser","3756","SOCT Cruiser","1171","massFactor","0"
"26","Cruiser","3878","Phantom","1171","massFactor","0"
"26","Cruiser","11011","Guardian-Vexor","562","shipHTDmgBonusfixedGC","0"
"26","Cruiser","11011","Guardian-Vexor","918","shipDronesMaxGC2","0"
"26","Cruiser","11011","Guardian-Vexor","1171","massFactor","0"
"26","Cruiser","17634","Caracal Navy Issue","899","shipMissileKineticDamageCC","0"
"26","Cruiser","17634","Caracal Navy Issue","1024","shipMissileHeavyVelocityBonusCC2","0"
"26","Cruiser","17634","Caracal Navy Issue","1025","shipMissileLightVelocityBonusCC2","0"
"26","Cruiser","17634","Caracal Navy Issue","1171","massFactor","0"
"26","Cruiser","17634","Caracal Navy Issue","2809","shipMissileAssaultMissileVelocityBonusCC2","0"
"26","Cruiser","17709","Omen Navy Issue","516","shipTCapNeedBonusAC","0"
"26","Cruiser","17709","Omen Navy Issue","907","shipLaserRofAC2","0"
"26","Cruiser","17709","Omen Navy Issue","1171","massFactor","0"
"26","Cruiser","17713","Stabber Fleet Issue","602","shipPTurretSpeedBonusMC","0"
"26","Cruiser","17713","Stabber Fleet Issue","1171","massFactor","0"
"26","Cruiser","17713","Stabber Fleet Issue","3706","shipBonusProjectileTrackingMC2","0"
"26","Cruiser","17715","Gila","1171","massFactor","0"
"26","Cruiser","17715","Gila","1234","shipMissileVelocityPirateFactionLight","0"
"26","Cruiser","17715","Gila","1235","shipMissileVelocityPirateFactionHeavy","0"
"26","Cruiser","17715","Gila","1812","shipShieldEMResistanceCC2","0"
"26","Cruiser","17715","Gila","1813","shipShieldThermalResistanceCC2","0"
"26","Cruiser","17715","Gila","1814","shipShieldKineticResistanceCC2","0"
"26","Cruiser","17715","Gila","1815","shipShieldExplosiveResistanceCC2","0"
"26","Cruiser","17715","Gila","2179","shipBonusDroneHitpointsGC2","0"
"26","Cruiser","17715","Gila","2188","shipBonusDroneDamageMultiplierGC2","0"
"26","Cruiser","17715","Gila","2835","shipMissileVelocityPirateFactionHeavyAssault","0"
"26","Cruiser","17718","Phantasm","1171","massFactor","0"
"26","Cruiser","17718","Phantasm","3483","shipBonusMediumEnergyTurretDamagePirateFaction","0"
"26","Cruiser","17718","Phantasm","3484","shipBonusMediumEnergyTurretTrackingAC2","0"
"26","Cruiser","17718","Phantasm","3485","shipBonusMediumEnergyTurretDamageCC2","0"
"26","Cruiser","17720","Cynabal","968","shipProjectileDmgMC2","0"
"26","Cruiser","17720","Cynabal","1171","massFactor","0"
"26","Cruiser","17720","Cynabal","1232","shipProjectileRofPirateCruiser","0"
"26","Cruiser","17720","Cynabal","4512","shipPTurretFalloffBonusGC","0"
"26","Cruiser","17722","Vigilant","1171","massFactor","0"
"26","Cruiser","17722","Vigilant","1233","shipHybridDmgPirateCruiser","0"
"26","Cruiser","17722","Vigilant","4510","shipStasisWebStrengthBonusMC2","0"
"26","Cruiser","17722","Vigilant","4516","shipHTurretFalloffBonusGC","0"
"26","Cruiser","17843","Vexor Navy Issue","562","shipHTDmgBonusfixedGC","0"
"26","Cruiser","17843","Vexor Navy Issue","1171","massFactor","0"
"26","Cruiser","17843","Vexor Navy Issue","2179","shipBonusDroneHitpointsGC2","0"
"26","Cruiser","17843","Vexor Navy Issue","2188","shipBonusDroneDamageMultiplierGC2","0"
"26","Cruiser","17843","Vexor Navy Issue","2250","shipBonusDroneMiningAmountGC2","0"
"26","Cruiser","17843","Vexor Navy Issue","2454","shipBonusMiningDroneAmountPercentGC2","0"
"26","Cruiser","17922","Ashimmu","1171","massFactor","0"
"26","Cruiser","17922","Ashimmu","1220","shipEnergyVampireTransferAmountBonusAc","0"
"26","Cruiser","17922","Ashimmu","3298","shipEnergyNeutralizerTransferAmountBonusAC","0"
"26","Cruiser","17922","Ashimmu","3483","shipBonusMediumEnergyTurretDamagePirateFaction","0"
"26","Cruiser","17922","Ashimmu","4510","shipStasisWebStrengthBonusMC2","0"
"26","Cruiser","25560","Opux Dragoon Yacht","1171","massFactor","0"
"26","Cruiser","29336","Scythe Fleet Issue","602","shipPTurretSpeedBonusMC","0"
"26","Cruiser","29336","Scythe Fleet Issue","1171","massFactor","0"
"26","Cruiser","29336","Scythe Fleet Issue","3703","shipMissileLauncherSpeedBonusMC2","0"
"26","Cruiser","29337","Augoror Navy Issue","516","shipTCapNeedBonusAC","0"
"26","Cruiser","29337","Augoror Navy Issue","909","shipArmorHpAC2","0"
"26","Cruiser","29337","Augoror Navy Issue","1171","massFactor","0"
"26","Cruiser","29340","Osprey Navy Issue","1024","shipMissileHeavyVelocityBonusCC2","0"
"26","Cruiser","29340","Osprey Navy Issue","1171","massFactor","0"
"26","Cruiser","29340","Osprey Navy Issue","2809","shipMissileAssaultMissileVelocityBonusCC2","0"
"26","Cruiser","29340","Osprey Navy Issue","3351","shipMissileAssaultMissileRofCC","0"
"26","Cruiser","29340","Osprey Navy Issue","3352","shipMissileHeavyMissileRofCC","0"
"26","Cruiser","29340","Osprey Navy Issue","3353","shipMissileHeavyAssaultMissileRofCC","0"
"26","Cruiser","29344","Exequror Navy Issue","562","shipHTDmgBonusfixedGC","0"
"26","Cruiser","29344","Exequror Navy Issue","1171","massFactor","0"
"26","Cruiser","29344","Exequror Navy Issue","3705","shipHybridTurretROFBonusGC2","0"
"27","Battleship","638","Raven","891","shipCruiseMissileVelocityBonusCB3","0"
"27","Battleship","638","Raven","892","shipTorpedosVelocityBonusCB3","0"
"27","Battleship","638","Raven","1171","massFactor","0"
"27","Battleship","638","Raven","1885","shipCruiseLauncherROFBonus2CB","0"
"27","Battleship","638","Raven","1886","shipSiegeLauncherROFBonus2CB","0"
"27","Battleship","639","Tempest","549","shipPTDmgBonusMB","0"
"27","Battleship","639","Tempest","604","shipPTspeedBonusMB2","0"
"27","Battleship","639","Tempest","1171","massFactor","0"
"27","Battleship","640","Scorpion","1171","massFactor","0"
"27","Battleship","640","Scorpion","1434","caldariShipEwStrengthCB","0"
"27","Battleship","640","Scorpion","1441","caldariShipEwOptimalRangeCB3","0"
"27","Battleship","640","Scorpion","2812","caldariShipECMBurstOptimalRangeCB3","0"
"27","Battleship","640","Scorpion","4372","caldariShipEwFalloffRangeCB3","0"
"27","Battleship","641","Megathron","550","shipHTDmgBonusGB","0"
"27","Battleship","641","Megathron","1171","massFactor","0"
"27","Battleship","641","Megathron","2503","shipHTTrackingBonusGB2","0"
"27","Battleship","642","Apocalypse","542","shipCapNeedBonusAB","0"
"27","Battleship","642","Apocalypse","1171","massFactor","0"
"27","Battleship","642","Apocalypse","3677","shipBonusLargeEnergyTurretMaxRangeAB2","0"
"27","Battleship","643","Armageddon","542","shipCapNeedBonusAB","0"
"27","Battleship","643","Armageddon","887","shipETspeedBonusAB2","0"
"27","Battleship","643","Armageddon","1171","massFactor","0"
"27","Battleship","644","Typhoon","604","shipPTspeedBonusMB2","0"
"27","Battleship","644","Typhoon","1171","massFactor","0"
"27","Battleship","644","Typhoon","2502","shipLauncherRofBonusMB1","0"
"27","Battleship","645","Dominix","550","shipHTDmgBonusGB","0"
"27","Battleship","645","Dominix","1171","massFactor","0"
"27","Battleship","645","Dominix","2186","shipBonusDroneHitpointsGB2","0"
"27","Battleship","645","Dominix","2187","shipBonusDroneDamageMultiplierGB2","0"
"27","Battleship","647","Eidolon","1171","massFactor","0"
"27","Battleship","1912","Concord Police Battleship","1171","massFactor","0"
"27","Battleship","1914","Concord Special Ops Battleship","1171","massFactor","0"
"27","Battleship","1916","Concord SWAT Battleship","1171","massFactor","0"
"27","Battleship","1918","Concord Army Battleship","1171","massFactor","0"
"27","Battleship","4005","Scorpion Ishukone Watch","1171","massFactor","0"
"27","Battleship","4005","Scorpion Ishukone Watch","1434","caldariShipEwStrengthCB","0"
"27","Battleship","4005","Scorpion Ishukone Watch","1441","caldariShipEwOptimalRangeCB3","0"
"27","Battleship","4005","Scorpion Ishukone Watch","2812","caldariShipECMBurstOptimalRangeCB3","0"
"27","Battleship","4005","Scorpion Ishukone Watch","4372","caldariShipEwFalloffRangeCB3","0"
"27","Battleship","11936","Apocalypse Imperial Issue","542","shipCapNeedBonusAB","0"
"27","Battleship","11936","Apocalypse Imperial Issue","736","shipBonusCapCapAB","0"
"27","Battleship","11936","Apocalypse Imperial Issue","1171","massFactor","0"
"27","Battleship","11938","Armageddon Imperial Issue","542","shipCapNeedBonusAB","0"
"27","Battleship","11938","Armageddon Imperial Issue","887","shipETspeedBonusAB2","0"
"27","Battleship","11938","Armageddon Imperial Issue","1171","massFactor","0"
"27","Battleship","13202","Megathron Federate Issue","550","shipHTDmgBonusGB","0"
"27","Battleship","13202","Megathron Federate Issue","1171","massFactor","0"
"27","Battleship","13202","Megathron Federate Issue","2503","shipHTTrackingBonusGB2","0"
"27","Battleship","17636","Raven Navy Issue","891","shipCruiseMissileVelocityBonusCB3","0"
"27","Battleship","17636","Raven Navy Issue","892","shipTorpedosVelocityBonusCB3","0"
"27","Battleship","17636","Raven Navy Issue","1171","massFactor","0"
"27","Battleship","17636","Raven Navy Issue","1885","shipCruiseLauncherROFBonus2CB","0"
"27","Battleship","17636","Raven Navy Issue","1886","shipSiegeLauncherROFBonus2CB","0"
"27","Battleship","17726","Apocalypse Navy Issue","542","shipCapNeedBonusAB","0"
"27","Battleship","17726","Apocalypse Navy Issue","1171","massFactor","0"
"27","Battleship","17726","Apocalypse Navy Issue","3677","shipBonusLargeEnergyTurretMaxRangeAB2","0"
"27","Battleship","17728","Megathron Navy Issue","550","shipHTDmgBonusGB","0"
"27","Battleship","17728","Megathron Navy Issue","1171","massFactor","0"
"27","Battleship","17728","Megathron Navy Issue","2503","shipHTTrackingBonusGB2","0"
"27","Battleship","17732","Tempest Fleet Issue","549","shipPTDmgBonusMB","0"
"27","Battleship","17732","Tempest Fleet Issue","604","shipPTspeedBonusMB2","0"
"27","Battleship","17732","Tempest Fleet Issue","1171","massFactor","0"
"27","Battleship","17736","Nightmare","1171","massFactor","0"
"27","Battleship","17736","Nightmare","3478","shipLaserDamagePirateBattleship","0"
"27","Battleship","17736","Nightmare","3480","shipTrackingBonusAB","0"
"27","Battleship","17736","Nightmare","3481","shipBonusLargeEnergyTurretDamageCB2","0"
"27","Battleship","17738","Machariel","549","shipPTDmgBonusMB","0"
"27","Battleship","17738","Machariel","1171","massFactor","0"
"27","Battleship","17738","Machariel","1239","shipProjectileRofPirateBattleship","0"
"27","Battleship","17738","Machariel","4484","shipPTurretFalloffBonusGB","0"
